Wyszukiwanie_Liniowe_Pesymistyczne_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
242000000		2		61
246000000		3		62
250000000		3		63
254000000		3		64
258000000		3		65
262000000		3		66
266000000		2		67
270000000		3		68
274000000		3		69
278000000		3		70
Wyszukiwanie_Binarne_Pesymistyczne_Instrumentacja
Matrix_Size	Critical_Points	Loops_Number
2000000		42		1
6000000		46		2
10000000		48		3
14000000		48		4
18000000		50		5
22000000		50		6
26000000		50		7
30000000		50		8
34000000		52		9
38000000		52		10
42000000		52		11
46000000		52		12
50000000		52		13
54000000		52		14
58000000		52		15
62000000		52		16
66000000		52		17
70000000		54		18
74000000		54		19
78000000		54		20
82000000		54		21
86000000		54		22
90000000		54		23
94000000		54		24
98000000		54		25
102000000		54		26
106000000		54		27
110000000		54		28
114000000		54		29
118000000		54		30
122000000		54		31
126000000		54		32
130000000		54		33
134000000		54		34
138000000		56		35
142000000		56		36
146000000		56		37
150000000		56		38
154000000		56		39
158000000		56		40
162000000		56		41
166000000		56		42
170000000		56		43
174000000		56		44
178000000		56		45
182000000		56		46
186000000		56		47
190000000		56		48
194000000		56		49
198000000		56		50
202000000		56		51
206000000		56		52
210000000		56		53
214000000		56		54
218000000		56		55
222000000		56		56
226000000		56		57
230000000		56		58
234000000		56		59
238000000		56		60
242000000		56		61
246000000		56		62
250000000		56		63
254000000		56		64
258000000		56		65
262000000		56		66
266000000		56		67
270000000		58		68
274000000		58		69
278000000		58		70
Wyszukiwanie_Binarne_—rednie_Instrumentacja
Matrix_Size	Critical_Points	Loops_Number
2000000		21		1
6000000		23		2
10000000		24		3
14000000		24		4
18000000		25		5
22000000		25		6
26000000		25		7
30000000		25		8
34000000		26		9
38000000		26		10
42000000		26		11
46000000		26		12
50000000		26		13
54000000		26		14
58000000		26		15
62000000		26		16
66000000		26		17
70000000		27		18
74000000		27		19
78000000		27		20
82000000		27		21
86000000		27		22
90000000		27		23
94000000		27		24
98000000		27		25
102000000		27		26
106000000		27		27
110000000		27		28
114000000		27		29
118000000		27		30
122000000		27		31
126000000		27		32
130000000		27		33
134000000		27		34
138000000		28		35
142000000		28		36
146000000		28		37
150000000		28		38
154000000		28		39
158000000		28		40
162000000		28		41
166000000		28		42
170000000		28		43
174000000		28		44
178000000		28		45
182000000		28		46
186000000		28		47
190000000		28		48
194000000		28		49
198000000		28		50
202000000		28		51
206000000		28		52
210000000		28		53
214000000		28		54
218000000		28		55
222000000		28		56
226000000		28		57
230000000		28		58
234000000		28		59
238000000		28		60
242000000		28		61
246000000		28		62
250000000		28		63
254000000		28		64
258000000		28		65
262000000		28		66
266000000		28		67
270000000		29		68
274000000		29		69
278000000		29		70
